benchmark,sample_id,case_type,actual_label,predicted_label,method,level_pct,mask_area_px,target_area_px,control_area_px,control_n_draws,n_components,largest_component_area_frac,n_junction_seeds,n_corner_seeds,geometry_fraction,narrow_gap_fraction,thin_line_fraction,boundary_proximity_mean,junction_recall,junction_density_per_kpx,corner_recall,corner_density_per_kpx,local_density_mean,control_geometry_fraction_mean,control_geometry_fraction_std,control_geometry_fraction_min,control_geometry_fraction_max,control_narrow_gap_fraction_mean,control_narrow_gap_fraction_std,control_narrow_gap_fraction_min,control_narrow_gap_fraction_max,control_thin_line_fraction_mean,control_thin_line_fraction_std,control_thin_line_fraction_min,control_thin_line_fraction_max,control_boundary_proximity_mean_mean,control_boundary_proximity_mean_std,control_boundary_proximity_mean_min,control_boundary_proximity_mean_max,control_junction_recall_mean,control_junction_recall_std,control_junction_recall_min,control_junction_recall_max,control_junction_density_per_kpx_mean,control_junction_density_per_kpx_std,control_junction_density_per_kpx_min,control_junction_density_per_kpx_max,control_corner_recall_mean,control_corner_recall_std,control_corner_recall_min,control_corner_recall_max,control_corner_density_per_kpx_mean,control_corner_density_per_kpx_std,control_corner_density_per_kpx_min,control_corner_density_per_kpx_max,control_local_density_mean_mean,control_local_density_mean_std,control_local_density_mean_min,control_local_density_mean_max
iccad2,NNHSCAD22521_9,FP,NHS,HS,layercam,20,10035,10035,10240,30,6,0.0842,0,24,0.4369,0.4186,0.2021,2.363,0.0,0.0,0.2019,6.278,0.4108,0.2876,0.0552,0.1848,0.4077,0.1916,0.0246,0.1382,0.2356,0.0922,0.0151,0.0621,0.1146,8.2156,1.3559,5.873,10.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.117,0.0,0.4167,6.4746,3.566,0.0,12.695,0.2862,0.045,0.2078,0.3835
iccad2,NNHSCAD22521_9,FP,NHS,HS,occlusion,20,10035,10035,10240,30,6,0.0842,0,24,0.5105,0.3608,0.2015,2.947,0.0,0.0,0.0897,2.79,0.4427,0.2876,0.0552,0.1848,0.4077,0.1916,0.0246,0.1382,0.2356,0.0922,0.0151,0.0621,0.1146,8.2156,1.3559,5.873,10.865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2125,0.117,0.0,0.4167,6.4746,3.566,0.0,12.695,0.2862,0.045,0.2078,0.3835
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam,30,15053,15053,15360,30,6,0.0842,0,24,0.3774,0.4033,0.1726,2.784,0.0,0.0,0.4103,8.503,0.4118,0.2756,0.0417,0.1954,0.3848,0.1809,0.0299,0.1085,0.2369,0.0871,0.0171,0.0479,0.1194,8.6959,1.2136,5.636,11.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.1302,0.0833,0.5,5.9527,2.6448,1.693,10.156,0.2765,0.0325,0.213,0.3583
iccad2,NNHSCAD22521_9,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,6,0.0842,0,24,0.3781,0.3801,0.1822,3.111,0.0,0.0,0.6987,14.482,0.355,0.2756,0.0417,0.1954,0.3848,0.1809,0.0299,0.1085,0.2369,0.0871,0.0171,0.0479,0.1194,8.6959,1.2136,5.636,11.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.1302,0.0833,0.5,5.9527,2.6448,1.693,10.156,0.2765,0.0325,0.213,0.3583
iccad2,NNHSCAD22521_9,FP,NHS,HS,layercam,30,15053,15053,15360,30,6,0.0842,0,24,0.3805,0.3541,0.1715,3.44,0.0,0.0,0.4712,9.765,0.3669,0.2756,0.0417,0.1954,0.3848,0.1809,0.0299,0.1085,0.2369,0.0871,0.0171,0.0479,0.1194,8.6959,1.2136,5.636,11.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.1302,0.0833,0.5,5.9527,2.6448,1.693,10.156,0.2765,0.0325,0.213,0.3583
iccad2,NNHSCAD22521_9,FP,NHS,HS,occlusion,30,15053,15053,15360,30,6,0.0842,0,24,0.4973,0.3105,0.1727,3.586,0.0,0.0,0.2051,4.252,0.439,0.2756,0.0417,0.1954,0.3848,0.1809,0.0299,0.1085,0.2369,0.0871,0.0171,0.0479,0.1194,8.6959,1.2136,5.636,11.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293,0.1302,0.0833,0.5,5.9527,2.6448,1.693,10.156,0.2765,0.0325,0.213,0.3583
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam,10,5018,5018,5120,30,6,0.088,0,24,0.4825,0.377,0.2266,1.761,0.0,0.0,0.1314,8.171,0.4838,0.283,0.096,0.0688,0.4529,0.1369,0.0444,0.0723,0.2334,0.0851,0.0331,0.0195,0.1482,8.4629,2.3602,5.038,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0939,0.0,0.4167,5.8397,5.7209,0.0,25.391,0.2865,0.0703,0.1369,0.3977
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam_plus,10,5018,5018,5120,30,6,0.088,0,24,0.5397,0.3507,0.2758,1.495,0.0,0.0,0.1891,11.758,0.4212,0.283,0.096,0.0688,0.4529,0.1369,0.0444,0.0723,0.2334,0.0851,0.0331,0.0195,0.1482,8.4629,2.3602,5.038,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0939,0.0,0.4167,5.8397,5.7209,0.0,25.391,0.2865,0.0703,0.1369,0.3977
iccad2,NNHSCAD24052_9,FP,NHS,HS,layercam,10,5018,5018,5120,30,6,0.088,0,24,0.5116,0.3278,0.2272,1.845,0.0,0.0,0.016,0.996,0.4583,0.283,0.096,0.0688,0.4529,0.1369,0.0444,0.0723,0.2334,0.0851,0.0331,0.0195,0.1482,8.4629,2.3602,5.038,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0939,0.0,0.4167,5.8397,5.7209,0.0,25.391,0.2865,0.0703,0.1369,0.3977
iccad2,NNHSCAD24052_9,FP,NHS,HS,occlusion,10,5018,5018,5120,30,6,0.088,0,24,0.5418,0.3697,0.2485,1.557,0.0,0.0,0.0833,5.181,0.4682,0.283,0.096,0.0688,0.4529,0.1369,0.0444,0.0723,0.2334,0.0851,0.0331,0.0195,0.1482,8.4629,2.3602,5.038,13.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958,0.0939,0.0,0.4167,5.8397,5.7209,0.0,25.391,0.2865,0.0703,0.1369,0.3977
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam,20,10035,10035,10240,30,6,0.088,0,24,0.4489,0.3048,0.1963,2.249,0.0,0.0,0.3237,10.065,0.4261,0.3058,0.0565,0.2154,0.4081,0.1409,0.0263,0.093,0.1992,0.0899,0.0176,0.0611,0.1239,8.1253,1.0543,6.258,10.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028,0.1147,0.0,0.5,6.1785,3.4956,0.0,15.234,0.3005,0.0402,0.225,0.3737
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam_plus,20,10035,10035,10240,30,6,0.088,0,24,0.4198,0.2751,0.1568,3.997,0.0,0.0,0.391,12.157,0.348,0.3058,0.0565,0.2154,0.4081,0.1409,0.0263,0.093,0.1992,0.0899,0.0176,0.0611,0.1239,8.1253,1.0543,6.258,10.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028,0.1147,0.0,0.5,6.1785,3.4956,0.0,15.234,0.3005,0.0402,0.225,0.3737
iccad2,NNHSCAD24052_9,FP,NHS,HS,layercam,20,10035,10035,10240,30,6,0.088,0,24,0.4421,0.2943,0.1955,2.568,0.0,0.0,0.1474,4.584,0.4095,0.3058,0.0565,0.2154,0.4081,0.1409,0.0263,0.093,0.1992,0.0899,0.0176,0.0611,0.1239,8.1253,1.0543,6.258,10.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028,0.1147,0.0,0.5,6.1785,3.4956,0.0,15.234,0.3005,0.0402,0.225,0.3737
iccad2,NNHSCAD24052_9,FP,NHS,HS,occlusion,20,10035,10035,10240,30,6,0.088,0,24,0.5136,0.272,0.1918,3.149,0.0,0.0,0.1603,4.983,0.4469,0.3058,0.0565,0.2154,0.4081,0.1409,0.0263,0.093,0.1992,0.0899,0.0176,0.0611,0.1239,8.1253,1.0543,6.258,10.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2028,0.1147,0.0,0.5,6.1785,3.4956,0.0,15.234,0.3005,0.0402,0.225,0.3737
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam,30,15053,15053,15360,30,6,0.088,0,24,0.4153,0.3023,0.1942,2.477,0.0,0.0,0.4359,9.035,0.428,0.2948,0.049,0.2051,0.3991,0.145,0.0175,0.1122,0.1954,0.0922,0.0136,0.0641,0.1222,7.9211,0.8725,6.311,10.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944,0.1054,0.0833,0.5,5.9808,2.1404,1.693,10.156,0.2955,0.034,0.2271,0.3564
iccad2,NNHSCAD24052_9,FP,NHS,HS,gradcam_plus,30,15053,15053,15360,30,6,0.088,0,24,0.3138,0.1958,0.1213,6.8,0.0,0.0,0.4808,9.965,0.2733,0.2948,0.049,0.2051,0.3991,0.145,0.0175,0.1122,0.1954,0.0922,0.0136,0.0641,0.1222,7.9211,0.8725,6.311,10.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944,0.1054,0.0833,0.5,5.9808,2.1404,1.693,10.156,0.2955,0.034,0.2271,0.3564
iccad2,NNHSCAD24052_9,FP,NHS,HS,layercam,30,15053,15053,15360,30,6,0.088,0,24,0.3892,0.2588,0.1623,3.437,0.0,0.0,0.3173,6.577,0.3783,0.2948,0.049,0.2051,0.3991,0.145,0.0175,0.1122,0.1954,0.0922,0.0136,0.0641,0.1222,7.9211,0.8725,6.311,10.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944,0.1054,0.0833,0.5,5.9808,2.1404,1.693,10.156,0.2955,0.034,0.2271,0.3564
iccad2,NNHSCAD24052_9,FP,NHS,HS,occlusion,30,15053,15053,15360,30,6,0.088,0,24,0.4943,0.2243,0.1588,4.079,0.0,0.0,0.2788,5.78,0.4368,0.2948,0.049,0.2051,0.3991,0.145,0.0175,0.1122,0.1954,0.0922,0.0136,0.0641,0.1222,7.9211,0.8725,6.311,10.173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2944,0.1054,0.0833,0.5,5.9808,2.1404,1.693,10.156,0.2955,0.034,0.2271,0.3564
iccad2,HSCAD2494,FN,HS,NHS,gradcam,10,5018,5018,5120,30,5,0.0732,0,22,0.0,0.0,0.0,56.451,0.0,0.0,0.0,0.0,0.0,0.1706,0.0843,0.0,0.3426,0.1996,0.0994,0.0031,0.4361,0.0554,0.0287,0.0,0.1129,27.6789,13.342,5.611,64.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937,0.1005,0.0,0.486,5.2343,5.6114,0.0,27.148,0.1667,0.076,0.0036,0.3205
iccad2,HSCAD2494,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,5,0.0732,0,22,0.4189,0.5652,0.2104,2.239,0.0,0.0,0.4685,26.704,0.318,0.1706,0.0843,0.0,0.3426,0.1996,0.0994,0.0031,0.4361,0.0554,0.0287,0.0,0.1129,27.6789,13.342,5.611,64.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937,0.1005,0.0,0.486,5.2343,5.6114,0.0,27.148,0.1667,0.076,0.0036,0.3205
iccad2,HSCAD2494,FN,HS,NHS,layercam,10,5018,5018,5120,30,5,0.0732,0,22,0.2336,0.4348,0.1126,12.837,0.0,0.0,0.5035,28.697,0.2223,0.1706,0.0843,0.0,0.3426,0.1996,0.0994,0.0031,0.4361,0.0554,0.0287,0.0,0.1129,27.6789,13.342,5.611,64.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937,0.1005,0.0,0.486,5.2343,5.6114,0.0,27.148,0.1667,0.076,0.0036,0.3205
iccad2,HSCAD2494,FN,HS,NHS,occlusion,10,5018,5018,5120,30,5,0.0732,0,22,0.491,0.2933,0.0893,5.925,0.0,0.0,0.0,0.0,0.4506,0.1706,0.0843,0.0,0.3426,0.1996,0.0994,0.0031,0.4361,0.0554,0.0287,0.0,0.1129,27.6789,13.342,5.611,64.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0937,0.1005,0.0,0.486,5.2343,5.6114,0.0,27.148,0.1667,0.076,0.0036,0.3205
iccad2,HSCAD2494,FN,HS,NHS,gradcam,20,10035,10035,10240,30,5,0.0732,0,22,0.0,0.0,0.0,53.213,0.0,0.0,0.0,0.0,0.0,0.1397,0.0464,0.0281,0.225,0.1829,0.0551,0.0585,0.2715,0.0493,0.0147,0.0156,0.0791,30.4904,9.3065,14.251,52.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.1076,0.0,0.4126,5.3613,3.0057,0.0,11.523,0.1426,0.0414,0.0438,0.2044
iccad2,HSCAD2494,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,5,0.0732,0,22,0.4336,0.4537,0.1775,3.616,0.0,0.0,0.8776,25.012,0.3187,0.1397,0.0464,0.0281,0.225,0.1829,0.0551,0.0585,0.2715,0.0493,0.0147,0.0156,0.0791,30.4904,9.3065,14.251,52.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.1076,0.0,0.4126,5.3613,3.0057,0.0,11.523,0.1426,0.0414,0.0438,0.2044
iccad2,HSCAD2494,FN,HS,NHS,layercam,20,10035,10035,10240,30,5,0.0732,0,22,0.1782,0.3378,0.0843,19.39,0.0,0.0,0.6364,18.137,0.1799,0.1397,0.0464,0.0281,0.225,0.1829,0.0551,0.0585,0.2715,0.0493,0.0147,0.0156,0.0791,30.4904,9.3065,14.251,52.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.1076,0.0,0.4126,5.3613,3.0057,0.0,11.523,0.1426,0.0414,0.0438,0.2044
iccad2,HSCAD2494,FN,HS,NHS,occlusion,20,10035,10035,10240,30,5,0.0732,0,22,0.3502,0.3002,0.08,7.111,0.0,0.0,0.2483,7.075,0.3306,0.1397,0.0464,0.0281,0.225,0.1829,0.0551,0.0585,0.2715,0.0493,0.0147,0.0156,0.0791,30.4904,9.3065,14.251,52.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.1076,0.0,0.4126,5.3613,3.0057,0.0,11.523,0.1426,0.0414,0.0438,0.2044
iccad2,HSCAD2494,FN,HS,NHS,gradcam,30,15053,15053,15360,30,5,0.0732,0,22,0.0,0.0,0.0,50.238,0.0,0.0,0.0,0.0,0.0,0.1393,0.0414,0.0604,0.2155,0.1805,0.0375,0.1173,0.2588,0.0475,0.0115,0.0267,0.0753,31.1653,6.1052,21.127,40.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.1349,0.0769,0.5455,5.7205,2.5116,1.432,10.156,0.1401,0.0356,0.0725,0.206
iccad2,HSCAD2494,FN,HS,NHS,gradcam_plus,30,15053,15053,15360,30,5,0.0732,0,22,0.3331,0.3402,0.1299,16.323,0.0,0.0,0.9301,17.671,0.2514,0.1393,0.0414,0.0604,0.2155,0.1805,0.0375,0.1173,0.2588,0.0475,0.0115,0.0267,0.0753,31.1653,6.1052,21.127,40.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.1349,0.0769,0.5455,5.7205,2.5116,1.432,10.156,0.1401,0.0356,0.0725,0.206
iccad2,HSCAD2494,FN,HS,NHS,layercam,30,15053,15053,15360,30,5,0.0732,0,22,0.1543,0.2819,0.0728,23.682,0.0,0.0,0.6853,13.021,0.1584,0.1393,0.0414,0.0604,0.2155,0.1805,0.0375,0.1173,0.2588,0.0475,0.0115,0.0267,0.0753,31.1653,6.1052,21.127,40.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.1349,0.0769,0.5455,5.7205,2.5116,1.432,10.156,0.1401,0.0356,0.0725,0.206
iccad2,HSCAD2494,FN,HS,NHS,occlusion,30,15053,15053,15360,30,5,0.0732,0,22,0.2833,0.2804,0.0708,8.29,0.0,0.0,0.3601,6.842,0.2812,0.1393,0.0414,0.0604,0.2155,0.1805,0.0375,0.1173,0.2588,0.0475,0.0115,0.0267,0.0753,31.1653,6.1052,21.127,40.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3072,0.1349,0.0769,0.5455,5.7205,2.5116,1.432,10.156,0.1401,0.0356,0.0725,0.206
iccad2,HSCAD2493,FN,HS,NHS,gradcam,10,5018,5018,5120,30,6,0.0273,0,24,0.0,0.0,0.0,58.962,0.0,0.0,0.0,0.0,0.0,0.0804,0.0721,0.0029,0.2551,0.1937,0.1018,0.0314,0.4205,0.022,0.0159,0.0027,0.0619,33.4052,11.9852,12.022,57.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0847,0.0,0.2917,6.8554,5.1622,0.0,17.773,0.077,0.0634,0.0054,0.2371
iccad2,HSCAD2493,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,6,0.0273,0,24,0.3208,0.6475,0.0807,2.637,0.0,0.0,0.3782,23.515,0.2471,0.0804,0.0721,0.0029,0.2551,0.1937,0.1018,0.0314,0.4205,0.022,0.0159,0.0027,0.0619,33.4052,11.9852,12.022,57.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0847,0.0,0.2917,6.8554,5.1622,0.0,17.773,0.077,0.0634,0.0054,0.2371
iccad2,HSCAD2493,FN,HS,NHS,layercam,10,5018,5018,5120,30,6,0.0273,0,24,0.2451,0.4444,0.068,15.67,0.0,0.0,0.2885,17.935,0.1532,0.0804,0.0721,0.0029,0.2551,0.1937,0.1018,0.0314,0.4205,0.022,0.0159,0.0027,0.0619,33.4052,11.9852,12.022,57.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0847,0.0,0.2917,6.8554,5.1622,0.0,17.773,0.077,0.0634,0.0054,0.2371
iccad2,HSCAD2493,FN,HS,NHS,occlusion,10,5018,5018,5120,30,6,0.0273,0,24,0.2244,0.3894,0.0446,7.157,0.0,0.0,0.1891,11.758,0.2037,0.0804,0.0721,0.0029,0.2551,0.1937,0.1018,0.0314,0.4205,0.022,0.0159,0.0027,0.0619,33.4052,11.9852,12.022,57.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0847,0.0,0.2917,6.8554,5.1622,0.0,17.773,0.077,0.0634,0.0054,0.2371
iccad2,HSCAD2493,FN,HS,NHS,gradcam,20,10035,10035,10240,30,6,0.0273,0,24,0.0,0.0,0.0,54.706,0.0,0.0,0.0,0.0,0.0,0.0693,0.0372,0.0055,0.1445,0.1818,0.0759,0.0165,0.3288,0.0197,0.0093,0.0014,0.0403,34.3252,8.756,19.023,55.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011,0.1167,0.0032,0.4391,6.1264,3.5563,0.098,13.379,0.0705,0.034,0.0087,0.1444
iccad2,HSCAD2493,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,6,0.0273,0,24,0.3181,0.5782,0.0843,3.338,0.0,0.0,0.6987,21.724,0.2388,0.0693,0.0372,0.0055,0.1445,0.1818,0.0759,0.0165,0.3288,0.0197,0.0093,0.0014,0.0403,34.3252,8.756,19.023,55.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011,0.1167,0.0032,0.4391,6.1264,3.5563,0.098,13.379,0.0705,0.034,0.0087,0.1444
iccad2,HSCAD2493,FN,HS,NHS,layercam,20,10035,10035,10240,30,6,0.0273,0,24,0.1756,0.3672,0.051,20.404,0.0,0.0,0.4423,13.752,0.1192,0.0693,0.0372,0.0055,0.1445,0.1818,0.0759,0.0165,0.3288,0.0197,0.0093,0.0014,0.0403,34.3252,8.756,19.023,55.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011,0.1167,0.0032,0.4391,6.1264,3.5563,0.098,13.379,0.0705,0.034,0.0087,0.1444
iccad2,HSCAD2493,FN,HS,NHS,occlusion,20,10035,10035,10240,30,6,0.0273,0,24,0.1725,0.3338,0.0387,8.939,0.0,0.0,0.3013,9.367,0.1596,0.0693,0.0372,0.0055,0.1445,0.1818,0.0759,0.0165,0.3288,0.0197,0.0093,0.0014,0.0403,34.3252,8.756,19.023,55.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2011,0.1167,0.0032,0.4391,6.1264,3.5563,0.098,13.379,0.0705,0.034,0.0087,0.1444
iccad2,HSCAD2493,FN,HS,NHS,gradcam,30,15053,15053,15360,30,6,0.0273,0,24,0.0,0.0,0.0,56.291,0.0,0.0,0.0,0.0,0.0,0.0828,0.0339,0.0234,0.1428,0.203,0.0529,0.1178,0.3174,0.0228,0.0077,0.0107,0.0392,32.3081,7.8415,17.464,49.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996,0.1187,0.0032,0.5128,6.0851,2.4109,0.065,10.417,0.0809,0.03,0.0311,0.1422
iccad2,HSCAD2493,FN,HS,NHS,gradcam_plus,30,15053,15053,15360,30,6,0.0273,0,24,0.2453,0.4573,0.0687,11.905,0.0,0.0,0.8718,18.069,0.1907,0.0828,0.0339,0.0234,0.1428,0.203,0.0529,0.1178,0.3174,0.0228,0.0077,0.0107,0.0392,32.3081,7.8415,17.464,49.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996,0.1187,0.0032,0.5128,6.0851,2.4109,0.065,10.417,0.0809,0.03,0.0311,0.1422
iccad2,HSCAD2493,FN,HS,NHS,layercam,30,15053,15053,15360,30,6,0.0273,0,24,0.1339,0.3161,0.039,24.198,0.0,0.0,0.5321,11.028,0.1004,0.0828,0.0339,0.0234,0.1428,0.203,0.0529,0.1178,0.3174,0.0228,0.0077,0.0107,0.0392,32.3081,7.8415,17.464,49.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996,0.1187,0.0032,0.5128,6.0851,2.4109,0.065,10.417,0.0809,0.03,0.0311,0.1422
iccad2,HSCAD2493,FN,HS,NHS,occlusion,30,15053,15053,15360,30,6,0.0273,0,24,0.1317,0.2864,0.0319,11.369,0.0,0.0,0.3718,7.706,0.1245,0.0828,0.0339,0.0234,0.1428,0.203,0.0529,0.1178,0.3174,0.0228,0.0077,0.0107,0.0392,32.3081,7.8415,17.464,49.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996,0.1187,0.0032,0.5128,6.0851,2.4109,0.065,10.417,0.0809,0.03,0.0311,0.1422
iccad2,HSCAD2358,FN,HS,NHS,gradcam,10,5018,5018,5120,30,11,0.0879,0,43,0.0032,0.0104,0.0032,28.03,0.0,0.0,0.0,0.0,0.0045,0.2116,0.0959,0.0479,0.4437,0.1369,0.0478,0.049,0.2324,0.0833,0.0332,0.0234,0.1521,9.7548,3.4428,4.647,21.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059,0.0486,0.0,0.2701,11.5625,5.3031,0.0,29.492,0.219,0.0842,0.0855,0.4171
iccad2,HSCAD2358,FN,HS,NHS,gradcam_plus,10,5018,5018,5120,30,11,0.0879,0,43,0.1172,0.1487,0.0747,12.491,0.0,0.0,0.1091,12.156,0.1018,0.2116,0.0959,0.0479,0.4437,0.1369,0.0478,0.049,0.2324,0.0833,0.0332,0.0234,0.1521,9.7548,3.4428,4.647,21.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059,0.0486,0.0,0.2701,11.5625,5.3031,0.0,29.492,0.219,0.0842,0.0855,0.4171
iccad2,HSCAD2358,FN,HS,NHS,layercam,10,5018,5018,5120,30,11,0.0879,0,43,0.2925,0.2489,0.1473,3.432,0.0,0.0,0.1592,17.736,0.2515,0.2116,0.0959,0.0479,0.4437,0.1369,0.0478,0.049,0.2324,0.0833,0.0332,0.0234,0.1521,9.7548,3.4428,4.647,21.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059,0.0486,0.0,0.2701,11.5625,5.3031,0.0,29.492,0.219,0.0842,0.0855,0.4171
iccad2,HSCAD2358,FN,HS,NHS,occlusion,10,5018,5018,5120,30,11,0.0879,0,43,0.2009,0.1574,0.1016,7.108,0.0,0.0,0.2308,25.707,0.157,0.2116,0.0959,0.0479,0.4437,0.1369,0.0478,0.049,0.2324,0.0833,0.0332,0.0234,0.1521,9.7548,3.4428,4.647,21.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059,0.0486,0.0,0.2701,11.5625,5.3031,0.0,29.492,0.219,0.0842,0.0855,0.4171
iccad2,HSCAD2358,FN,HS,NHS,gradcam,20,10035,10035,10240,30,11,0.0879,0,43,0.0155,0.0341,0.0103,23.226,0.0,0.0,0.0197,1.096,0.0303,0.2294,0.0607,0.1247,0.3275,0.1439,0.0341,0.0921,0.2062,0.0897,0.0234,0.052,0.1477,9.8439,2.5069,5.462,14.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,0.06,0.093,0.3703,12.259,3.2726,5.078,20.215,0.2317,0.0526,0.1315,0.3207
iccad2,HSCAD2358,FN,HS,NHS,gradcam_plus,20,10035,10035,10240,30,11,0.0879,0,43,0.0888,0.1097,0.0463,16.777,0.0,0.0,0.1377,7.673,0.0857,0.2294,0.0607,0.1247,0.3275,0.1439,0.0341,0.0921,0.2062,0.0897,0.0234,0.052,0.1477,9.8439,2.5069,5.462,14.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,0.06,0.093,0.3703,12.259,3.2726,5.078,20.215,0.2317,0.0526,0.1315,0.3207
iccad2,HSCAD2358,FN,HS,NHS,layercam,20,10035,10035,10240,30,11,0.0879,0,43,0.282,0.2303,0.1443,4.1,0.0,0.0,0.3506,19.532,0.2562,0.2294,0.0607,0.1247,0.3275,0.1439,0.0341,0.0921,0.2062,0.0897,0.0234,0.052,0.1477,9.8439,2.5069,5.462,14.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,0.06,0.093,0.3703,12.259,3.2726,5.078,20.215,0.2317,0.0526,0.1315,0.3207
iccad2,HSCAD2358,FN,HS,NHS,occlusion,20,10035,10035,10240,30,11,0.0879,0,43,0.1258,0.1294,0.064,8.324,0.0,0.0,0.2773,15.446,0.1445,0.2294,0.0607,0.1247,0.3275,0.1439,0.0341,0.0921,0.2062,0.0897,0.0234,0.052,0.1477,9.8439,2.5069,5.462,14.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,0.06,0.093,0.3703,12.259,3.2726,5.078,20.215,0.2317,0.0526,0.1315,0.3207
iccad2,HSCAD2358,FN,HS,NHS,gradcam,30,15053,15053,15360,30,11,0.0879,0,43,0.0624,0.0686,0.0367,18.498,0.0,0.0,0.0823,3.056,0.0648,0.2525,0.0396,0.1652,0.3584,0.1542,0.0228,0.108,0.2251,0.0978,0.0165,0.0663,0.1496,8.9085,1.8157,4.348,12.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2954,0.1016,0.1234,0.5349,10.7488,3.6977,4.492,19.466,0.2541,0.0348,0.1708,0.3346
